Registration,Make,Model,Color,Year,EngineSize
O744ETP,Kia,Sportage,Turquoise,1987,1598
O758MUC,Volkswagen,Polo,Orange,1987,1500
O763XXY,Ford,Focus,Silver,1987,1296
O787AGX,Ford,Mondeo,Grey,1987,1899
O794VFX,Chrysler,Delta,Yellow,1987,1395
O803FKR,Vauxhall,Astra,Turquoise,1987,1697
O805ERU,Volkswagen,Golf,Black,1987,1395
O810RAE,Ford,Fiesta,Green,1987,1596
O819EHL,Fiat,Panda,Silver,1987,1395
O820HUV,Vauxhall,Astra,Gold,1987,1498
O826DJL,Dacia,Sandero,Gold,1987,1199
O842KMC,Volkswagen,Tiguan,Black,1987,1398
O846VPK,Mazda,3,Gold,1987,1199
O853UVL,Audi,A1,Gold,1987,1699
O864MAU,Honda,Jazz,Purple,1987,1597
O869LRE,Suzuki,Vitara,Orange,1987,1600
O880RUT,Dacia,Sandero,Green,1987,1500
O881CGW,Fiat,500,Black,1987,1700
O890RUV,Audi,A8,Silver,1987,1298
O911DTC,Ford,Mondeo,Gold,1987,1700
O913CPW,Ford,Focus,Green,1987,1595
O924BCT,Volvo,Xc90,Red,1987,1400
O930NHK,Suzuki,Swift,Silver,1987,1396
O937NGF,Suzuki,Alto,Purple,1987,1500
O937RMA,Vauxhall,Agila,White,1987,1595
O963BBY,Toyota,Prius,Silver,1987,1496
O973GJK,Peugeot,307,Orange,1987,1395
OUTATIME,Dmc,Delorean,Silver,1985,1195
P139RFU,Ford,Fiesta,Red,1986,1697
P140YWG,Mg,Zs,Red,1986,1498
P175UDT,Nissan,Juke,Black,1986,1195
P181VUL,Ford,Fiesta,Yellow,1986,1399
P187KXR,Volkswagen,Golf,Green,1986,1500
P192WAC,Subaru,Impreza,Blue,1986,1299
P195FJW,Toyota,Yaris,Purple,1986,1700
P196FTK,Skoda,Fabia,White,1986,1600
P209YDF,Vauxhall,Astra,Orange,1986,1495
P219AMU,Ford,Focus,Turquoise,1986,1498
P219ENG,Audi,A6,Orange,1986,1399
P233XTP,Peugeot,3008,Silver,1986,1495
P235XXY,Volkswagen,Polo,Silver,1986,1196
P236TVA,Honda,Jazz,Gold,1986,1295
P246PLM,Toyota,Auris,Blue,1986,1599
P259FDH,Ford,Fiesta,Orange,1986,1596
P262MXP,Isuzu,Trooper,Green,1986,1197
P263YVH,Volkswagen,Tiguan,Purple,1986,1497
P294KMC,Ford,Fiesta,Blue,1986,1595
P299VFL,Volkswagen,Golf,Purple,1986,1598
P300JGA,Volvo,S60,Orange,1986,1396
P300NRH,Volkswagen,Sharan,Grey,1986,1697
P302CUR,Peugeot,207,Silver,1986,1799
P338CPW,Mazda,Cx3,Gold,1986,1296
P369HDK,Toyota,Auris,Purple,1986,1598
P376YNV,Ford,Tourneo,Orange,1986,1495
P388TBW,Morris,Minor,Orange,1986,1298
P421GRB,Citroen,Ds3,Black,1986,1695
P423YRD,Mitsubishi,Outlander,Yellow,1986,1297
P428TNU,Vauxhall,Astra,Purple,1986,1095
P447VYB,Volkswagen,Tiguan,Grey,1986,1595
P469GAA,Honda,Civic,Orange,1986,1597
P479LPD,Ford,Focus,Green,1986,1300
P490ECG,Peugeot,307,White,1986,1496
P496GXB,Toyota,Landcruiser,Grey,1986,1596
P504VDK,Seat,Ibiza,Turquoise,1986,1798
P507AAH,Kia,Picanto,Green,1986,1595
P507JJY,Peugeot,207,Black,1986,1196
P516RPG,Citroen,C3,Gold,1986,1498
P518XHG,Vauxhall,Zafira,Purple,1986,1396
P521XUX,Vauxhall,Corsa,Purple,1986,1295
P572KER,Peugeot,3008,Yellow,1986,1098
P575LDT,Nissan,Micra,Purple,1986,1496
P575TKA,Peugeot,206,Silver,1986,1597
P591FKV,Vauxhall,Corsa,Turquoise,1986,1700
P594RRH,Volkswagen,Polo,White,1986,1295
P637THW,Suzuki,Swift,Blue,1986,1495
P648NPU,Peugeot,308,Black,1986,1700
P675YCM,Toyota,Yaris,Silver,1986,1699
P739DFU,Volvo,V40,Purple,1986,1297
P743UUL,Volvo,V40,Blue,1986,1997
P748GAU,Ford,Fiesta,Red,1986,1597
P751LLE,Citroen,Ds4,Purple,1986,1295
P756WVA,Hyundai,I20,Black,1986,1496
P779JLF,Suzuki,Vitara,Orange,1986,1496
P783BYB,Renault,Clio,Turquoise,1986,1899
P788DVN,Seat,Ibiza,Yellow,1986,1399
P792EAE,Vauxhall,Mokka,Gold,1986,1300
P795WMV,Ford,Focus,Yellow,1986,1698
P810RVU,Volkswagen,Up,Blue,1986,1496
P810WMC,Ford,Focus,Silver,1986,1500
P814GDK,Vauxhall,Corsa,Gold,1986,1399
P817DMA,Honda,Jazz,Silver,1986,1795
P822EWM,Bmw,M1,Purple,1986,1799
P843BLG,Suzuki,Kizashi,Grey,1986,1696
P846JPH,Volkswagen,Tiguan,Blue,1986,1400
P859NLY,Suzuki,Splash,White,1986,1498
P868JUH,Skoda,Octavia,Green,1986,1698
P874WRY,Peugeot,107,Turquoise,1986,1595
P885NNY,Skoda,Karoq,Red,1986,1297
P888LUN,Audi,A3,Silver,1986,1596
P903GMC,Citroen,C4,Purple,1986,1496
P931PPC,Skoda,Roomster,Turquoise,1986,1300
P932RXD,Ford,Focus,Blue,1986,1595
P941EXM,Audi,A3,Orange,1986,1597
P948RDX,Toyota,Verso,White,1986,1696
P950PCV,Volkswagen,Golf,Blue,1986,1496
P959MUC,Toyota,Corolla,Red,1986,1595
P961GUN,Audi,A3,Green,1986,1600
P977JNV,Fiat,500,Green,1986,1596
P989LCD,Toyota,Aygo,Orange,1986,1696
PA16JXN,Volvo,V50,Grey,2016,1695
PA18PPD,Vauxhall,Corsa,White,2018,1900
PA19GGP,Citroen,Berlingo,Red,2019,1197
PAF935J,Citroen,Berlingo,Turquoise,1973,1598
PAM478I,Skoda,Rapid,Grey,1974,1598
PAY458J,Volkswagen,Touran,Turquoise,1973,1395
PB01WNG,Ford,Fiesta,Purple,2001,1700
PB03HCX,Renault,Clio,Purple,2003,1695
PB08EUJ,Mitsubishi,Colt,Grey,2008,1500
PB19XEC,Ford,Fiesta,Green,2019,1399
PBV731F,Ford,Focus,Red,1977,1299
PC07JDV,Honda,Civic,Green,2007,1300
PC11FAV,Ford,Fiesta,Orange,2011,1497
PC11TNV,Volkswagen,Touran,Purple,2011,1599
PC13HUG,Suzuki,Vitara,Gold,2013,1697
PC17WPD,Vauxhall,Insignia,Gold,2017,1396
PCV897G,Ford,Fiesta,Silver,1976,1698
PD01WTB,Toyota,Aygo,Green,2001,1597
PD20UFD,Kia,Sportage,Yellow,2020,1598
PDD259K,Mini,Cooper,Grey,1972,1599
PDW179G,Vauxhall,Corsa,Green,1976,1396
PE03BPM,Volkswagen,Beetle,Turquoise,2003,1396
PE04FUT,Ford,Focus,Red,2004,1695
PE05ADY,Hyundai,Tucson,Grey,2005,1099
PE11AER,Nissan,Micra,Silver,2011,1497
PE12EBY,Peugeot,5008,Yellow,2012,1400
PE15PNT,Mini,Clubman,White,2015,1097
PEH212K,Vauxhall,Astra,Black,1972,1695
PF06MDB,Vauxhall,Grandland,Black,2006,1598
PF09WGE,Mini,Cooper,Orange,2009,1597
PF17JWK,Toyota,Yaris,Turquoise,2017,1800
PFK910H,Volkswagen,Tiguan,Blue,1975,1497
PFR982K,Volvo,Xc90,Purple,1972,1600
PG02UAF,Ford,Focus,Green,2002,1499
PG09BXU,Audi,Allroad,White,2009,1697
PG11LLV,Nissan,Micra,Blue,2011,1396
PGG185J,Vauxhall,Corsa,White,1973,1799
PGG384I,Kia,Picanto,Red,1974,1500
PGH804I,Volkswagen,Golf,Red,1974,1797
PGT298D,Vauxhall,Zafira,Black,1979,1695
PH11JGC,Ford,Mondeo,Blue,2011,1400
PH16NJV,Suzuki,Swift,Grey,2016,1397
PHR892C,Peugeot,308,Grey,1980,1499
PJ03UWC,Peugeot,3008,Green,2003,1698
PJ04WUL,Ford,Fiesta,Grey,2004,1397
PJ15WJD,Toyota,Avensis,Grey,2015,1597
PJ20RNE,Skoda,Fabia,Red,2020,1596
PJ20TEG,Seat,Ateca,Red,2020,1697
PJR174H,Volkswagen,Caddy,Green,1975,1800
PK05GWG,Volkswagen,Polo,Green,2005,1497
PK13HVF,Nissan,Micra,Green,2013,1499
PK14FFW,Kia,Sportage,Grey,2014,1697
PKE465J,Volvo,Xc70,Orange,1973,1395
PKJ766H,Hyundai,I20,Gold,1975,1300
PL03YMH,Ford,Focus,Gold,2003,1495
PLB777I,Vauxhall,Corsa,Turquoise,1974,1495
PLB951B,Audi,A1,Orange,1981,1596
PLL525E,Chevrolet,Spark,Grey,1978,1597
PM04VCM,Nissan,Note,White,2004,1695
PM07BCK,Ford,Fiesta,Silver,2007,1699
PMF295I,Vauxhall,Viva,Red,1974,1498
PMR195B,Ford,Fiesta,Red,1981,1599
PMT874J,Citroen,C3,Blue,1973,2099
PN04DGD,Peugeot,2008,Gold,2004,1696
PN16JFL,Citroen,C1,Silver,2016,1600
PNT589G,Kia,Rio,Black,1976,1299
PP09XJC,Toyota,Avensis,Red,2009,1898
PP11TKL,Citroen,C4,Yellow,2011,1497
PP12DCA,Mitsubishi,Outlander,Grey,2012,1398
PP20GTG,Vauxhall,Corsa,Black,2020,1499
PPG809D,Volkswagen,Golf,Black,1979,1596
PPP881J,Volkswagen,Golf,Purple,1973,1496
PPV240I,Ford,Mustang,Blue,1974,1599
PR04NUL,Ford,Ka,Blue,2004,1399
PR04TMG,Volkswagen,Golf,Grey,2004,1495
PR05ETH,Ford,Fiesta,Silver,2005,1598
PR07HCC,Citroen,C4,Silver,2007,1398
PR16XHT,Ford,Fiesta,White,2016,1098
PR20MWA,Nissan,Qashqai,Orange,2020,1697
PT04DKE,Volkswagen,Caddy,Grey,2004,1395
PT05GHV,Seat,Leon,Purple,2005,1695
PT05XBM,Kia,Sportage,Silver,2005,1596
PT09KUU,Hyundai,Ix35,Red,2009,1398
PT11TTT,Vauxhall,Astra,Blue,2011,1498
PTG983K,Citroen,C1,Turquoise,1972,1500
PU08UEK,Vauxhall,Corsa,Gold,2008,1595
PU12HNG,Mitsubishi,Mirage,Purple,2012,1499
PU12RDR,Ford,Focus,Orange,2012,1296
PU16PHP,Nissan,Qashqai,Purple,2016,1795
PUF610J,Renault,Trafic,Green,1973,1496
PUP213K,Toyota,Rav4,Purple,1972,1500
PV04RFK,Volkswagen,Beetle,Green,2004,1499
PV09EML,Vauxhall,Corsa,Turquoise,2009,1495
PV13VUA,Honda,Crv,Black,2013,1100
PV14DDM,Ford,Fiesta,Orange,2014,1699
PV15UHT,Hyundai,I20,White,2015,1600
PV20UHF,Kia,Picanto,Silver,2020,1595
PVN790C,Ford,Mondeo,White,1980,1796
PVT752E,Mini,Clubman,Blue,1978,1597
PW02GCA,Mazda,6,Blue,2002,1600
PW09LVG,Volkswagen,Golf,Grey,2009,1298
PW18KLU,Ford,Fiesta,Silver,2018,1397
PW20JVB,Honda,Jazz,Grey,2020,1496
PX02VPA,Toyota,Camry,White,2002,1795
PX08CDL,Mini,Cooper,Turquoise,2008,1497
PX13TVW,Skoda,Kodiaq,Blue,2013,1597
PX18LYW,Volvo,V40,Turquoise,2018,1699
PXP385E,Skoda,Kamiq,Green,1978,1699
PXW206E,Mini,One,Grey,1978,1697
PY02ABN,Peugeot,208,Turquoise,2002,1799
PY06ABX,Ford,Focus,Turquoise,2006,1295
PY06RLT,Volkswagen,Polo,Gold,2006,1598
PYM757F,Ford,Focus,White,1977,1699
PYT768K,Bmw,X2,Turquoise,1972,1399
PYY707E,Nissan,Micra,Red,1978,1398
Q106DRR,Ford,Ka,Grey,1985,1797
Q123LWP,Toyota,Corolla,Purple,1985,1399
Q156AYY,Vauxhall,Astra,Yellow,1985,1299
Q156DDN,Volkswagen,Golf,White,1985,1295
Q202VXY,Dacia,Sandero,Orange,1985,1698
Q207LWW,Nissan,Qashqai,Orange,1985,1696
Q211DXV,Skoda,Karoq,Purple,1985,1200
Q213MWJ,Volkswagen,Golf,Black,1985,1596
Q221YRV,Renault,Kangoo,Yellow,1985,1496
Q226JPB,Vauxhall,Mokka,Blue,1985,1398
Q253ATK,Audi,Q2,Black,1985,1295
Q257BMT,Volvo,Xc90,Purple,1985,1495
Q261BYT,Volvo,V70,Yellow,1985,1595
Q297VUH,Ford,Fiesta,Purple,1985,1599
Q329GNF,Vauxhall,Mokka,Red,1985,1698
Q342MCX,Skoda,Roomster,Blue,1985,1400
Q381CWF,Vauxhall,Insignia,Black,1985,1697
Q391YWE,Audi,A4,White,1985,1699
Q401PDH,Nissan,Note,Green,1985,1197
Q412DUE,Hyundai,Tucson,Red,1985,1298
Q423GYY,Ford,Focus,Black,1985,1595
Q444LCE,Ford,Kuga,Silver,1985,1097
Q456HXV,Volkswagen,Golf,Black,1985,1696
Q458NPW,Peugeot,206,Gold,1985,1199
Q465UHR,Ford,Focus,Yellow,1985,1897
Q487ALB,Suzuki,Vitara,Blue,1985,1395
Q504MMU,Peugeot,208,Black,1985,1495
Q516JNY,Peugeot,3008,White,1985,1797
Q516RGK,Volkswagen,Polo,Grey,1985,1900
Q524VNA,Audi,A4,Yellow,1985,1695
Q535CPE,Ford,Focus,Grey,1985,1495
Q536FCM,Audi,A4,Black,1985,1497
Q560VFJ,Audi,A1,Blue,1985,1299
Q563UWW,Mazda,6,Gold,1985,1700
Q565XLA,Citroen,Xsara,Turquoise,1985,1499
Q567ENN,Peugeot,308,Grey,1985,1697
Q577FAF,Skoda,Karoq,Orange,1985,1299
Q584BXJ,Volkswagen,Tiguan,Green,1985,1396
Q585BBX,Kia,Sportage,Turquoise,1985,1597
Q588JMD,Ford,Fiesta,Green,1985,1799
Q597YAK,Porsche,Macan,Silver,1985,1395
Q602CUJ,Vauxhall,Astra,Blue,1985,1500
Q609DMN,Renault,Kadjar,Blue,1985,1495
Q643AGT,Volkswagen,Golf,Red,1985,1596
Q643RYV,Volkswagen,Bora,Green,1985,1797
Q650VEH,Citroen,C3,Silver,1985,1300
Q652WHH,Ford,Kuga,White,1985,1596
Q659RTL,Fiat,Panda,White,1985,1898
Q671CTN,Ford,Ecosport,Turquoise,1985,1296
Q689AXJ,Ford,Focus,Silver,1985,1500
Q691VAN,Mini,Cooper,Red,1985,1396
Q697FDW,Ford,Fiesta,Black,1985,1800
Q710FLK,Ford,Fiesta,Yellow,1985,1697
Q714PCH,Ford,Focus,Grey,1985,1397
Q730WUH,Peugeot,206,Blue,1985,1499
Q754UCT,Volkswagen,Golf,Gold,1985,1499
Q758FMK,Hyundai,I20,Turquoise,1985,1500
Q762HBR,Ford,Ecosport,Turquoise,1985,1597
Q775TGY,Nissan,Qashqai,Green,1985,1499
Q776FFF,Volkswagen,Golf,Orange,1985,1296
Q778HAE,Mini,Countryman,Silver,1985,1100
Q791NVE,Peugeot,107,Red,1985,1399
Q797WMM,Ford,Focus,Grey,1985,1496
Q798NMJ,Nissan,Qashqai,Silver,1985,1698
Q800BTD,Volkswagen,Polo,Orange,1985,1696
Q802LAK,Kia,Venga,Blue,1985,1597
Q825UCN,Ford,Fiesta,Silver,1985,1200
Q846TLN,Ford,Fiesta,Silver,1985,1497
Q849PVL,Seat,Arona,Turquoise,1985,1696
Q861DTG,Nissan,Qashqai,Silver,1985,1400
Q889XEW,Renault,Megane,Purple,1985,1699
Q892CAW,Kia,Rio,Orange,1985,1698
Q897HGM,Peugeot,207,Orange,1985,1398
Q905EUV,Ford,Fiesta,Yellow,1985,1600
Q909GAH,Ford,Fiesta,Orange,1985,1296
Q921JHW,Ford,Kuga,Yellow,1985,1397
Q922FYT,Ford,Fiesta,Yellow,1985,1700
Q942CFM,Ford,Puma,Green,1985,1699
Q947MUV,Ford,Kuga,Blue,1985,1799
Q958HKE,Smart,Forfour,Red,1985,1699
R104YYM,Toyota,Yaris,Green,1984,1396
R110XRN,Volkswagen,Golf,Black,1984,1595
R112FLA,Honda,Civic,Purple,1984,1600
R143TTN,Citroen,C4,Red,1984,1397
R151TMG,Vauxhall,Astra,Purple,1984,1699
R157RJE,Audi,A1,Turquoise,1984,1796
R158WPX,Hyundai,Tucson,Orange,1984,1299
R170EUG,Volkswagen,Up,Turquoise,1984,1595
R170VVH,Audi,Q5,Black,1984,1700
R176RUB,Suzuki,Vitara,Yellow,1984,1998
R182TLC,Vauxhall,Corsa,Silver,1984,1498
R200WJN,Volvo,V90,White,1984,1496
R211PKP,Peugeot,2008,Red,1984,1595
R242JHC,Audi,A1,Yellow,1984,1695
R244PHD,Volvo,S90,Red,1984,1399
R252VEU,Audi,A3,Green,1984,1697
R254RRT,Renault,Megane,Orange,1984,1597
R256GWV,Vauxhall,Mokka,Black,1984,1199
R260FTX,Ford,Fiesta,Grey,1984,1599
R264BGM,Ford,Fiesta,Purple,1984,2100
R267TUT,Audi,A3,White,1984,1599
R290EFG,Mini,Cooper,Yellow,1984,1597
R296AKY,Audi,A3,Blue,1984,1399
R299RGN,Ford,Fiesta,Green,1984,1595
R312FTM,Ford,Fiesta,Gold,1984,1798
R323FFN,Kia,Sportage,Silver,1984,1595
R352XVV,Seat,Ateca,Green,1984,1297
R357PCE,Skoda,Yeti,Turquoise,1984,1898
R375MLH,Ford,Fiesta,Blue,1984,1398
R381YTH,Audi,S3,White,1984,1500
R399VKF,Nissan,Juke,Gold,1984,1298
R406YBY,Volkswagen,Golf,Green,1984,1598
R409FKP,Ford,Kuga,Purple,1984,1595
R421TMV,Peugeot,206,Yellow,1984,1395
R425VNN,Volvo,Xc90,Yellow,1984,1498
R427NEK,Ford,Fiesta,Grey,1984,1700
R430CUT,Toyota,Auris,Turquoise,1984,1597
R435MHW,Volvo,S40,Yellow,1984,1400
R444CRJ,Audi,A3,White,1984,1600
R461GEP,Mini,Countryman,White,1984,1695
R468DXU,Nissan,Qashqai,Orange,1984,1495
R487MYD,Skoda,Octavia,Orange,1984,1497
R491VBC,Peugeot,307,Turquoise,1984,1596
R497DLN,Skoda,Fabia,Orange,1984,1600
R527RYC,Peugeot,308,Red,1984,1497
R540AYL,Ford,Fiesta,Orange,1984,1196
R565EXN,Volkswagen,Polo,Silver,1984,1497
R570PCG,Mazda,2,Turquoise,1984,1700
R573MKW,Skoda,Octavia,Green,1984,1695
R582KFM,Hyundai,Ix20,Yellow,1984,1497
R583WYU,Honda,Jazz,Purple,1984,1497
R616CCC,Volkswagen,Golf,Turquoise,1984,1399
R622KBT,Vauxhall,Mokka,Blue,1984,1499
R627ABE,Seat,Leon,Gold,1984,1096
R630HVX,Peugeot,208,White,1984,1399
R633BYF,Audi,Q7,Orange,1984,1496
R634CFK,Vauxhall,Astra,Red,1984,1796
R638VEN,Hyundai,I20,White,1984,1400
R644MJB,Honda,Crv,White,1984,1897
R653RNK,Vauxhall,Zafira,Yellow,1984,1198
R668RAT,Fiat,500,White,1984,1399
R672NEB,Vauxhall,Corsa,White,1984,1795
R679WDM,Ford,Fiesta,Yellow,1984,1598
R699GEH,Ford,Fiesta,Turquoise,1984,1197
R718XHF,Honda,Jazz,Gold,1984,1495
R724HEU,Volkswagen,Golf,Grey,1984,1600
R731TMT,Vauxhall,Astra,Yellow,1984,1600
R740JHN,Kia,Soul,Purple,1984,1696
R744BDJ,Hyundai,I10,Blue,1984,1595
R751YGP,Vauxhall,Zafira,Gold,1984,1495
R752NYD,Seat,Ateca,Gold,1984,1700
R765WXM,Audi,Q3,Red,1984,1595
R773KEA,Peugeot,108,Red,1984,1100
R787MEC,Volkswagen,Golf,Orange,1984,1597
R807UBD,Vauxhall,Corsa,Turquoise,1984,1797
R813NLG,Mini,Countryman,Silver,1984,1499
R821RFF,Vauxhall,Corsa,Purple,1984,1495
R829DKE,Nissan,Qashqai,Red,1984,1799
R839FPY,Ford,Ka,Red,1984,1397
R841DCX,Hyundai,I20,Orange,1984,1497
R851NVC,Toyota,Corolla,Green,1984,1598
R889UTC,Smart,Fortwo,Blue,1984,1998
R899HLX,Ford,Focus,Turquoise,1984,1396
R932FYR,Mini,Cooper,Yellow,1984,1498
R932HYD,Bmw,X1,Orange,1984,1799
R934MGP,Citroen,C1,Turquoise,1984,1398
R944YJB,Volkswagen,Polo,Black,1984,1796
R949NXM,Bmw,X5,Grey,1984,1596
R957BVH,Jeep,Renegade,Blue,1984,1700
R963RUF,Renault,5,Blue,1984,1299
R963VEX,Volkswagen,Golf,Grey,1984,1696
R970MED,Volvo,Xc60,Purple,1984,1700
R974AGF,Audi,A3,White,1984,1495
R987RLA,Audi,A3,Purple,1984,1697
RA07BDM,Seat,Leon,Grey,2007,1596
RA10LTB,Ford,Ka,Gold,2010,1298
RA14ABT,Peugeot,207,Blue,2014,1497
RA15FRJ,Mazda,2,Black,2015,1097
RA15VCP,Nissan,Qashqai,Green,2015,1600
RA17XGC,Suzuki,Vitara,Grey,2017,1499
RA19TFC,Ford,Fiesta,White,2019,1497
RAC853H,Toyota,Auris,Green,1975,1800
RAE171B,Kia,Picanto,Red,1981,1800
RAY310D,Vauxhall,Crossland,Blue,1979,1496
RB01GKL,Skoda,Yeti,Orange,2001,1199
RB05BYY,Volkswagen,Eos,Silver,2005,1399
RB08GDC,Citroen,Ds3,White,2008,1495
RB13NCW,Skoda,Octavia,Blue,2013,1700
RB14RAX,Jeep,Cherokee,Grey,2014,1696
RBC638J,Vauxhall,Corsa,Red,1973,1800
RBF133B,Audi,A3,Black,1981,1699
RC12XYW,Mini,One,Silver,2012,1797
RC16REX,Ford,Kuga,Black,2016,1200
RCN309H,Nissan,Qashqai,Yellow,1975,1298
RCT545G,Volkswagen,Golf,Red,1976,1596
RD03EJH,Seat,Alhambra,Blue,2003,1597
RD10MNM,Mini,Cooper,Blue,2010,1495
RDF206F,Volvo,Xc60,Red,1977,1199
RDT299D,Ford,Fiesta,Purple,1979,1200
RE02PPT,Nissan,Micra,Green,2002,1396
RE06XHN,Peugeot,308,Orange,2006,1700
RE07JYB,Vauxhall,Astra,Grey,2007,1400
RE07UNW,Volvo,Xc90,White,2007,1700
RE15WKG,Ford,Galaxy,Grey,2015,1699
RE17LTF,Nissan,Almera,Turquoise,2017,1296
REH834B,Toyota,Yaris,Turquoise,1981,1695
REX781C,Ford,Fiesta,Yellow,1980,1597
RF16WCD,Smart,Fortwo,Red,2016,1600
RF17UNF,Kia,Ceed,Blue,2017,1395
RG08CJY,Vauxhall,Zafira,White,2008,1698
RG08GMC,Vauxhall,Mokka,Orange,2008,1700
RG10JMW,Suzuki,Celerio,Yellow,2010,1698
RG14XAJ,Bmw,X5,Purple,2014,1497
RG19KBG,Mini,Roadster,Turquoise,2019,1600
RG19PVJ,Mini,Cooper,Green,2019,1698
RGE556C,Ford,Fiesta,Silver,1980,1399
RGT800D,Volkswagen,Golf,Silver,1979,1699
RGY514B,Suzuki,Vitara,Turquoise,1981,1498
RH04NBR,Citroen,C1,Black,2004,1800
RH06ULK,Mini,Countryman,Blue,2006,1695
RH08FKH,Mini,Clubman,Grey,2008,1699
RH10CJV,Hyundai,Tucson,Black,2010,1799
RH10DWV,Austin,Mini,Blue,2010,1296
RJ02XVV,Toyota,Auris,Red,2002,1700
RJA880G,Vauxhall,Corsa,Blue,1976,1496
RJG258G,Hyundai,I30,Red,1976,1800
RJK897D,Audi,A6,Silver,1979,1500
RJM688C,Honda,Crv,Red,1980,1197
RK01GHK,Peugeot,308,Gold,2001,1600
RK13CKA,Kia,Sportage,Gold,2013,1499
RK13VWV,Vauxhall,Zafira,Turquoise,2013,1600
RKC808L,Volkswagen,Polo,Red,1971,1997
RKE519G,Citroen,C4,Turquoise,1976,1798
RKF402E,Seat,Leon,Turquoise,1978,1497
RKV245E,Volkswagen,Tiguan,Silver,1978,1598
RL04KTW,Porsche,911,Orange,2004,1000
RL12AXY,Seat,Ibiza,Gold,2012,1798
RL17FUX,Audi,Tt,Black,2017,1495
RL17TVG,Honda,Jazz,Blue,2017,1599
RLA860K,Mazda,6,Turquoise,1972,1696
RLB157C,Nissan,Qashqai,White,1980,1695
RLE793C,Citroen,Ds3,Black,1980,1695
RLM862F,Nissan,Qashqai,Red,1977,1796
RM02YGW,Vauxhall,Corsa,Orange,2002,1795
RM14EUJ,Hyundai,I10,Purple,2014,1897
RMG769C,Suzuki,Sx4,Blue,1980,1897
RMN813L,Kia,Sportage,White,1971,1497
RMW886K,Honda,Jazz,Green,1972,1296
RN06GUM,Skoda,Fabia,Orange,2006,1695
RN06JWJ,Nissan,Skyline,Gold,2006,1695
RN07JVW,Suzuki,Swift,Blue,2007,1300
RN12FRN,Peugeot,308,Yellow,2012,1597
RN13BWK,Skoda,Superb,White,2013,1200
RN19PBU,Fiat,500,Yellow,2019,1498
RNK547J,Ford,Kuga,White,1973,1399
RNT559I,Audi,Tt,Orange,1974,1198
RP03MBW,Fiat,500,Silver,2003,1395
RP03UXH,Renault,Megane,Purple,2003,1498
RP08UJL,Suzuki,Swift,Blue,2008,1295
RP09PML,Volkswagen,Golf,Orange,2009,1197
RP11WPA,Vauxhall,Corsa,Green,2011,1495
RP12NVF,Hyundai,Ix20,Silver,2012,1397
RPL615E,Renault,Clio,Yellow,1978,1298
RPN728L,Ford,Kuga,Grey,1971,1095
RPW941H,Seat,Leon,Purple,1975,1498
RT03AJL,Kia,Sportage,Yellow,2003,1895
RT10CRN,Kia,Picanto,Orange,2010,1697
RT14HAT,Audi,Q7,Yellow,2014,1399
RTV174E,Volkswagen,Golf,Grey,1978,1695
RU10GMC,Peugeot,3008,Gold,2010,1499
RU12TFC,Suzuki,Splash,Grey,2012,1796
RU19BDU,Skoda,Karoq,Red,2019,1499
RU19DNP,Mini,One,Orange,2019,1296
RUA497I,Nissan,Qashqai,Silver,1974,1198
RUK164F,Vauxhall,Insignia,Purple,1977,1899
RUM444C,Vauxhall,Zafira,Grey,1980,1198
RUR620K,Ford,Focus,Turquoise,1972,1498
RV09TCM,Toyota,Rav4,Orange,2009,1200
RV11TUP,Renault,Captur,Turquoise,2011,1695
RVG152D,Mini,Cooper,Silver,1979,1798
RVJ952C,Audi,A3,Black,1980,1196
RVK664E,Ford,Fiesta,Purple,1978,1400
RVT565G,Ford,Fiesta,Grey,1976,1299
RW06UNH,Citroen,C1,Purple,2006,1598
RW07LNF,Ford,Focus,Black,2007,1800
RW07RFA,Vauxhall,Adam,Gold,2007,1795
RW15DKP,Nissan,Micra,Orange,2015,1695
RW16GBY,Nissan,Note,Black,2016,1595
RWR803K,Ford,Fiesta,Gold,1972,1597
RWV218E,Vauxhall,Grandland,Gold,1978,1695
RX04AEF,Toyota,Yaris,Silver,2004,1398
RX15KWY,Mini,One,Orange,2015,1396
RX18HRP,Ford,Focus,Silver,2018,1699
RY07DHV,Ford,Focus,Turquoise,2007,1999
RY08GVR,Audi,A4,Blue,2008,1396
RY15EWW,Skoda,Superb,Purple,2015,1798
RY18XRB,Vauxhall,Mokka,Gold,2018,1896
S109RKE,Fiat,Panda,Yellow,1983,1698
S125XND,Audi,A3,Grey,1983,1395
S128ERU,Renault,Clio,Purple,1983,1196
S132FCP,Volkswagen,Golf,Yellow,1983,1500
S132TTC,Audi,A6,Orange,1983,1599
S132VTW,Mazda,2,Purple,1983,1795
S136JDH,Ds,Ds3,Grey,1983,1397
S149JDT,Vauxhall,Astra,Orange,1983,1496
S167WJM,Ford,Focus,Red,1983,1695
S188ATF,Nissan,Micra,Turquoise,1983,1295
S209GNJ,Suzuki,Vitara,Yellow,1983,1497
S223NLF,Kia,Carens,Grey,1983,1500
S228RTC,Audi,A1,Blue,1983,1596
S249ANA,Vauxhall,Vectra,Green,1983,1600
S306PFN,Bmw,X1,Green,1983,1700
S339YJF,Toyota,Aygo,Green,1983,1597
S342LKP,Toyota,Yaris,Blue,1983,1497
S346LNU,Ds,Ds5,Green,1983,1698
S352FPR,Vauxhall,Insignia,Turquoise,1983,1297
